cycle,branch,state,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,elasticity,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2022,Senate,Wisconsin,WI-S3,9/28/22,_lite,Mandela Barnes,"","","","",Ron Johnson,"","","","",.5299,0,0,0,.4701,0,0,,0,0,.5299,.4701,.09985,3.211518,2399686,2748798,2058091,50.21922,0,0,0,0,49.78078,0,0,0,0,0,0,54.09897,53.65833,0,0,0,0,0,0,0,0,46.34167,45.90103,0,0,0,0,0,0,-3.823667,4351464,1.045602,.4384384,8.197933,-7.316662,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Washington,WA-S3,9/28/22,_lite,Patty Murray,"","","","",Tiffany Smiley,"","","","",.909525,0,0,0,.090475,0,0,,0,0,.909525,.090475,.0430125,1.251284,2653112,3058912,2259341,54.76831,0,0,0,0,45.23169,0,0,0,0,0,0,59.40501,49.78922,0,0,0,0,0,0,0,0,50.21078,40.59499,0,0,0,0,0,0,14.23072,5346645,1.059068,9.536613,18.81003,.4215546,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Vermont,VT-S3,9/28/22,_lite,Peter Welch,"","","","",Gerald Malloy,"","","",all others,.91045,0,0,0,.08955,0,0,,0,0,.91045,.08955,.0311,9.033822,265708.5,307435.3,224653.5,53.09894,0,0,0,0,41.36088,0,0,0,5.540183,0,9.492736,59.07765,47.2552,0,0,0,0,0,0,0,2.208249,47.18702,35.31368,0,0,0,0,0,0,27.77288,503792,1.154198,11.73806,23.10109,.5726261,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Utah,UT-S3,9/28/22,_lite,"","","","",Evan McMullin,Mike Lee,"","","",all others,0,0,0,0,.81675,0,0,,.18325,0,.1374,.8626,.0207875,1.650636,972003.3,1132667,815273,0,0,0,0,40.84655,48.14941,0,0,0,11.00404,46.81821,16.83276,0,53.98462,0,0,0,0,0,0,34.94827,5.822687,0,42.11823,0,0,0,0,0,0,-26.29008,2145495,1.112615,-7.30286,3.190784,-17.57545,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,South Dakota,SD-S3,9/28/22,_lite,Brian L. Bengs,"","","",Tamara J. Lesnar,John R. Thune,"","","","",.0128,0,0,0,.987175,0,0,,.000025,0,.0128,.9872,.0007625,.1889866,311404.9,362485.4,261131.1,37.81697,0,0,0,3.874759,58.30827,0,0,0,0,7.053261,0,43.58282,64.0981,0,0,0,0,0,0,1.299842,0,32.0301,52.51647,0,0,0,0,0,0,-32.01005,647453,1.026199,-20.4913,-9.391893,-31.60631,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,South Carolina,SC-S3,9/28/22,_lite,Krystle Matthews,"","","","",Tim Scott,"","","","",.0237,0,0,0,.9763,0,0,,0,0,.0237,.9763,.0019375,.0895479,1669948,1942567,1401860,41.24709,0,0,0,0,58.75291,0,0,0,0,0,0,46.60116,64.14745,0,0,0,0,0,0,0,0,35.85256,53.39884,0,0,0,0,0,0,-18.29783,3897996,.9588062,-17.50581,-6.797676,-28.29488,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Pennsylvania,PA-S3,9/28/22,_lite,John Fetterman,"","","","",Mehmet Oz,"","","",all others,.8942,0,0,0,.1058,0,0,,0,0,.8942,.1058,.0672125,1.105029,4694539,5375830,4019518,52.596,0,0,0,0,45.18394,0,0,0,2.220059,0,4.310437,56.49519,49.16358,0,0,0,0,0,0,0,.5819091,48.59221,41.28256,0,0,0,0,0,0,-2.976064,9742133,.9917317,7.412052,14.89735,-.188015,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Oregon,OR-S3,9/28/22,_lite,Ron Wyden,"","","","",Jo Rae Perkins,"","","",all others,.971225,0,0,0,.028775,0,0,,0,0,.971225,.028775,.007525,.3590043,1617795,1860430,1379330,58.31004,0,0,0,0,36.69537,0,0,0,4.994596,0,8.715681,65.50375,43.93971,0,0,0,0,0,0,0,1.890328,51.04041,29.46038,0,0,0,0,0,0,10.62213,3113975,.979912,21.61467,35.47429,7.682127,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Oklahoma,OK-S3,9/28/22,_lite,Madison Horn,"","","","",James Lankford,"","","",all others,.0024,0,0,0,.9976,0,0,,0,0,.0024,.9976,.0001375,.0091629,1158204,1359721,960673.3,36.42595,0,0,0,0,60.3062,0,0,0,3.267853,0,6.062317,41.52689,65.46126,0,0,0,0,0,0,0,1.027983,31.26387,55.13861,0,0,0,0,0,0,-36.97133,2842656,.9560909,-23.88025,-14.01322,-33.75597,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Ohio,OH-S3,9/28/22,_lite,Tim Ryan,"","","","",J.D. Vance,"","","","",.5283,0,0,0,.4717,0,0,,0,0,.5283,.4717,.1038375,1.922365,4169029,4796960,3546176,50.20125,0,0,0,0,49.79875,0,0,0,0,0,0,53.91466,53.48326,0,0,0,0,0,0,0,0,46.51674,46.08534,0,0,0,0,0,0,-12.10777,8831240,1.020508,.4024963,7.829311,-6.966515,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,New York,NY-S3,9/28/22,_lite,Charles E. Schumer,"","","",Diane Sare,Joe Pinion,"","","","",.9967,0,0,0,.0033,0,0,,0,0,.9967,.0033,.0016625,.0221773,5785876,6665585,4915044,59.75969,0,0,0,2.149579,38.09072,0,0,0,0,4.222435,0,64.6474,42.97433,0,0,0,0,0,0,.5584491,0,54.86263,33.18426,0,0,0,0,0,0,19.93185,1.34e+07,.9687177,21.66897,31.21418,12.19032,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Nevada,NV-S3,9/28/22,_lite,Catherine Cortez Masto,"","","","",Adam Paul Laxalt,"","","",all others,.5451,0,0,0,.4549,0,0,,0,0,.5451,.4549,.10195,7.655071,1027909,1185441,872012.8,48.78638,0,0,0,0,48.08808,0,0,0,3.125535,0,5.840389,53.141,52.42358,0,0,0,0,0,0,0,.9532108,44.43666,43.6709,0,0,0,0,0,0,-2.531046,2105890,1.055355,.6983032,9.013994,-7.532547,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,New Hampshire,NH-S3,9/28/22,_lite,Maggie Hassan,"","","",Jeremy Kauffman,Donald C. Bolduc,"","","","",.905575,0,0,0,.094425,0,0,,0,0,.905575,.094425,.0426625,5.265981,625293.2,716589.1,535633.8,53.75509,0,0,0,1.997048,44.24786,0,0,0,0,3.931983,0,58.57002,48.97943,0,0,0,0,0,0,.5000603,0,48.97799,39.43351,0,0,0,0,0,0,.5605241,1075858,1.206824,9.507225,18.87379,.2701836,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,North Dakota,ND-S3,9/28/22,_lite,Katrina Christiansen,"","","",Rick Becker,John Hoeven,"","","","",.003525,0,0,0,.996475,0,0,,0,0,.003525,.996475,.0002625,.0830702,243893.9,286368,202257,30.38562,0,0,0,4.71345,64.90092,0,0,0,0,8.32062,0,37.78873,72.39827,0,0,0,0,0,0,1.73232,0,22.86947,57.43253,0,0,0,0,0,0,-37.07663,560506,1.093219,-34.5153,-20.10266,-49.06164,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,North Carolina,NC-S3,9/28/22,_lite,Cheri Beasley,"","","","",Ted Budd,"","","",all others,.5249,0,0,0,.4751,0,0,,0,0,.5249,.4751,.1004,2.34665,3302190,3818191,2786531,49.11341,0,0,0,0,48.76687,0,0,0,2.119715,0,4.130952,52.97681,52.58851,0,0,0,0,0,0,0,.5428287,45.21099,44.89736,0,0,0,0,0,0,-4.822354,7698417,.9338832,.3465424,7.807463,-7.102005,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Missouri,MO-S3,9/28/22,_lite,Trudy Busch Valentine,"","","","",Eric Schmitt,"","","",all others,.06045,0,0,0,.93955,0,0,,0,0,.06045,.93955,.0051125,.2067295,1908744,2226301,1599037,42.76729,0,0,0,0,53.87165,0,0,0,3.361056,0,6.230362,47.52176,58.617,0,0,0,0,0,0,0,1.054533,37.99738,49.06476,0,0,0,0,0,0,-20.98703,4580390,.9401103,-11.10437,-2.035158,-20.15722,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Maryland,MD-S3,9/28/22,_lite,Chris Van Hollen,"","","","",Chris Chaffee,"","","","",.995225,0,0,0,.004775,0,0,,0,0,.995225,.004775,.0021875,.0889476,1898150,2206407,1596430,60.92632,0,0,0,0,39.07368,0,0,0,0,0,0,65.94707,44.0342,0,0,0,0,0,0,0,0,55.9658,34.05293,0,0,0,0,0,0,26.27618,4305056,.8671917,21.85264,31.89413,11.93159,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Louisiana,LA-S3,9/28/22,_lite,Gary Chambers,Luke Mixon,Syrita Steib,Salvador P. Rodriguez,"",John Kennedy,Devin Lance Graham,"","",all others,.008775,.019525,.00365,.0034,.913325,.051325,0,,0,0,.03535,.96465,.007025,.4142981,1308730,1534864,1084921,9.628261,11.8698,7.108379,7.108379,0,43.9412,14.77626,0,0,5.56773,0,9.593922,15.02367,52.8736,17.80606,20.6676,0,0,11.77216,11.7275,0,2.201115,4.608302,35.68054,6.217301,9.007745,0,0,3.02448,3.010941,-20.37954,3372421,.9194398,-23.00264,-3.04191,-43.976,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Kentucky,KY-S3,9/28/22,_lite,Charles Booker,"","","","",Rand Paul,"","","","",.029575,0,0,0,.970425,0,0,,0,0,.029575,.970425,.0025875,.137886,1448361,1682236,1218373,41.79697,0,0,0,0,58.20303,0,0,0,0,0,0,47.13521,63.54462,0,0,0,0,0,0,0,0,36.45538,52.86479,0,0,0,0,0,0,-27.19556,3182925,.9538169,-16.40605,-5.729576,-27.08925,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Kansas,KS-S3,9/28/22,_lite,Mark R. Holland,"","","",David C. Graham,Jerry Moran,"","","","",.0338,0,0,0,.966175,0,0,,.000025,0,.0338,.9662,.0023125,.1833552,973430.9,1131581,819036.3,41.25695,0,0,0,3.641638,55.10141,0,0,0,0,6.650665,0,46.23141,59.98624,0,0,0,0,0,0,1.180724,0,36.34936,50.03962,0,0,0,0,0,0,-21.09543,2089024,1.027156,-13.84447,-4.325968,-23.09838,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Indiana,IN-S3,9/28/22,_lite,Thomas McDermott,"","","",James Sceniak,Todd Young,"","","","",.136075,0,0,0,.863925,0,0,,0,0,.136075,.863925,.015725,.592707,2047705,2384528,1715413,43.82481,0,0,0,2.682001,53.49318,0,0,0,0,5.097868,0,49.67705,59.27231,0,0,0,0,0,0,.763087,0,38.01269,47.60851,0,0,0,0,0,0,-20.26319,4952167,1.040398,-9.668369,1.769371,-20.97441,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Illinois,IL-S3,9/28/22,_lite,Tammy Duckworth,"","","",Bill Redpath,Kathy Salvi,"","","","",.980125,0,0,0,.01985,0,0,,.000025,0,.98015,.01985,.0087625,.1681131,4022936,4636308,3421600,56.84995,0,0,0,2.774626,40.37543,0,0,0,0,5.277106,0,62.01649,45.46704,0,0,0,0,0,0,.8152099,0,51.75359,35.16861,0,0,0,0,0,0,13.22368,8928145,.9643387,16.47452,26.55482,6.608284,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Idaho,ID-S3,9/28/22,_lite,David Roth,"","","","",Mike Crapo,"","","",all others,.002675,0,0,0,.997325,0,0,,0,0,.002675,.997325,.0002375,.0314416,583009.8,681821.8,485830.8,29.04456,0,0,0,0,64.21775,0,0,0,6.737695,0,11.19725,36.50682,71.64758,0,0,0,0,0,0,0,2.92578,21.51882,56.68112,0,0,0,0,0,0,-36.76822,1297934,1.019634,-35.17319,-20.83094,-49.40357,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Iowa,IA-S3,9/28/22,_lite,Michael Franken,"","","","",Chuck Grassley,"","","","",.143875,0,0,0,.856125,0,0,,0,0,.143875,.856125,.0148125,.9320627,1226591,1409737,1044465,46.15343,0,0,0,0,53.84657,0,0,0,0,0,0,50.83705,58.43214,0,0,0,0,0,0,0,0,41.56786,49.16295,0,0,0,0,0,0,-9.622491,2295209,1.071837,-7.69313,1.674103,-16.86427,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Hawaii,HI-S3,9/28/22,_lite,Brian Schatz,"","","","",Bob McDermott,"","","",all others,.993375,0,0,0,.006625,0,0,,0,0,.993375,.006625,.0017875,.3368974,409510.4,482112.6,338814.6,64.19402,0,0,0,0,31.18236,0,0,0,4.62363,0,8.158112,72.36175,39.33597,0,0,0,0,0,0,0,1.691622,55.9277,23.03599,0,0,0,0,0,0,31.80856,1007469,1.232596,33.01166,48.84676,17.03758,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Georgia,GA-S3,9/28/22,_lite,Raphael Warnock,"","","",Chase Oliver,Herschel Junior Walker,"","","","",.6567,0,0,0,.343275,0,0,,.000025,0,.656725,.343275,.153,3.540719,3335160,3851461,2832921,50.54896,0,0,0,1.549996,47.90104,0,0,0,0,3.101445,0,54.07695,51.40096,0,0,0,0,0,0,.3469723,0,47.01257,44.38073,0,0,0,0,0,0,-7.357742,7356953,.8951061,2.647919,9.492561,-4.186832,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Florida,FL-S3,9/28/22,_lite,Val Demings,"","","","",Marco Rubio,"","","",all others,.25505,0,0,0,.74495,0,0,,0,0,.25505,.74495,.031025,.335968,7127391,8132250,6122789,46.96914,0,0,0,0,50.93252,0,0,0,2.098343,0,4.104628,50.95992,54.97732,0,0,0,0,0,0,0,.5362657,42.88316,46.9039,0,0,0,0,0,0,-7.44125,1.46e+07,1.019821,-3.963387,3.779324,-11.79313,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Connecticut,CT-S3,9/28/22,_lite,Richard Blumenthal,"","","","",Leora R. Levy,"","","",all others,.98495,0,0,0,.01505,0,0,,0,0,.98495,.01505,.007425,.4578231,1251744,1446766,1058975,56.39188,0,0,0,0,41.17811,0,0,0,2.430007,0,4.680863,60.91964,45.71955,0,0,0,0,0,0,0,.6582588,51.83871,36.59344,0,0,0,0,0,0,12.14246,2618620,1.100113,15.21378,23.98414,6.409733,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Colorado,CO-S3,9/28/22,_lite,Michael Bennet,"","","","",Joe O'Dea,"","","",all others,.921425,0,0,0,.078575,0,0,,0,0,.921425,.078575,.0414,1.432823,2230100,2558153,1908448,52.72371,0,0,0,0,43.42083,0,0,0,3.855471,0,6.990895,57.29636,47.88368,0,0,0,0,0,0,0,1.289621,48.18743,38.81102,0,0,0,0,0,0,6.733898,4183729,1.090737,9.302879,17.86583,.9126911,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,California,CA-S3,9/28/22,_lite,Alex Padilla,"","","","",Mark P. Meuser,"","","","",.960325,0,0,0,.039675,0,0,,0,0,.960325,.039675,.0108125,.0794167,1.05e+07,1.20e+07,8993550,60.08145,0,0,0,0,39.91855,0,0,0,0,0,0,67.24475,47.09729,0,0,0,0,0,0,0,0,52.90271,32.75525,0,0,0,0,0,0,25.74052,2.54e+07,.9984196,20.1629,34.4895,5.80542,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Arizona,AZ-S3,9/28/22,_lite,Mark Kelly,"","","",Marc Victor,Blake Masters,"","","","",.8982,0,0,0,.101775,0,0,,.000025,0,.8982,.1018,.0658875,2.182061,2330520,2689820,1978160,52.63374,0,0,0,2.085589,45.28067,0,0,0,0,4.068796,0,56.49277,49.13012,0,0,0,0,0,0,.5334987,0,48.76653,41.39497,0,0,0,0,0,0,-7.109708,4969373,1.068703,7.353065,14.82995,-.0549412,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Arkansas,AR-S3,9/28/22,_lite,Natalie James,"","","",Kenneth Cates,John Boozman,"","","","",.041775,0,0,0,.9582,0,0,,.000025,0,.0418,.9582,.0037375,.3222887,895061.3,1048209,743787,39.52892,0,0,0,5.272492,55.19859,0,0,0,0,9.080905,0,45.46223,61.2345,0,0,0,0,0,0,2.023134,0,33.48544,49.20455,0,0,0,0,0,0,-31.52285,2180916,1.015951,-15.66968,-4.43095,-27.08688,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Alabama,AL-S3,9/28/22,_lite,Will Boyd,"","","",John Sophocleus,Katie Britt,"","","","",.0247,0,0,0,.9753,0,0,,0,0,.0247,.9753,.0025625,.1386836,1426118,1668325,1190113,38.12991,0,0,0,2.851597,59.01849,0,0,0,0,5.375858,0,44.88626,65.72292,0,0,0,0,0,0,.8466233,0,31.39317,52.28316,0,0,0,0,0,0,-29.19992,3459287,.8313172,-20.88857,-7.685486,-34.05605,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
2022,Senate,Alaska,AK-S3,9/28/22,_lite,Patricia R. Chesbro,"","","","",Lisa Murkowski,Kelly C. Tshibaka,Buzz A. Kelley,"","",.019625,0,0,0,.3021,.67825,.000025,,0,0,.019625,.980375,.0000375,.0115266,251100.3,291463.1,211239.7,26.04909,0,0,0,0,32.47095,39.75969,1.720267,0,0,0,0,34.77889,38.82872,0,46.4346,3.473526,0,0,0,0,0,17.19113,26.11669,0,33.30442,.395923,0,0,0,-14.61795,521658,1.218487,-47.90182,-30.44221,-65.61775,,,,,,,,,,,,,,,,,,,40000,11:12:19 28 Sep 2022
